"","keyword","committee","year_hearing","text","timestamp_start","timestamp_end","n"
"415","gender ideology","Education","2024","lies of gender ideology are taught in school. i am opposed to this bill. thank you. next please. my name is leandra lepe and on behalf of myself and other lgbtq friends who understand the value of parents, we oppose this bill. thank you. next, please. my name is ava dubose and i am 13 and i oppose","00:42:08.092","00:42:09.260",29
"416","gender identity","Education","2024","father, i'm a school board trustee, executive director for bridge network in sacramento that works with at risk youth and also a survivor of early childhood trauma that dealt with gender identity issues. i'm also a affiliated with amen clinics as a brain health professional, i oppose this bill. thank you.","00:45:00.864","00:45:05.436",29
"417","transgender","Education","2024","bringing this forward. i often say in these environments that i am also a mom of a public student. public school student. and i am absolutely in support of this bill because of what it means for the child. i actually have a neighbor who is transgender and going through his experience and learning from","00:48:26.503","00:48:29.139",29
"418","gender identity","Education","2024","correct. actually, the chino, unified school district does have a policy that is both on sexual orientation and gender identity. and certainly given the status of the ambiguity that we have today, any school district could be able to pass a similar policy as well. similar. okay so we're going to request","00:52:28.044","00:52:29.846",29
"419","transgender","Education","2024","sports team, it does not cover where a child where a teacher hears that a child is transgender, there is no notification policy or requirement whatsoever. it's only if the school participates in the social transition, which is a psycho social medical intervention for the child. i","00:54:43.413","00:54:44.414",29
"420","transgender","Education","2024","happen to a teacher or school employee if they tell the parents of a student's struggles with gender dysphoria, or that they have adopted a transgender identity without the permission of the student, nothing would happen under this bill. if a teacher, as a mandated reporter does feel that there is reason","00:58:17.994","00:58:19.128",29
"421","transgender","Education","2024","there needs to be an expectation of privacy. that's first and foremost, when a student tells everyone at school and all the teachers and all the, administrators and all the students know that the child is taken on a transgender identity, then that privacy right is lost. it's gone. and the only person","01:12:32.114","01:12:33.115",29
"422","transgender","Education","2024","child's transgender status is the parent that is not called a privacy right. and it is not permitted. so there is no privacy, right? when a child tells everyone, everyone. and that is true with sexual orientation too. there is a case from the appellate court that says once the student talks","01:12:53.702","01:12:54.770",29
"423","transgender","Education","2024","that you are transgender, and that you are actually a boy. that is adult is not necessarily agreeing to that by simply at according that child, the respect of the self-expression that goes with their preferred pronoun. i think the doctor can speak to what affirmation is not even remotely what is not","01:21:29.217","01:21:32.120",29
"424","transgender","Education","2024","about bullying. right. and i think the evidence is quite clear that lgbtq plus and transgender kids do, in fact get bullied. whether or not you see it say that, that the school board is going to be in the, in the best position to report that school board or the school, the teachers, whoever they don't,","01:30:54.215","01:30:57.618",29
"425","transgender","Education","2024","the time to tell anybody we shouldn't aspire to better than that, only on a question of law, a question of law. so what everyone seems to be missing is currently almost at every school district there's a policy called r one, r51 45.3. and this policy requires that schools keep a transgender students transgender","01:31:21.609","01:31:24.912",29
"426","transgender","Education","2024","parents who are the only ones who are able to keep them safe. and aurora's daughter was told by the school to lie to her about her transgender status, to lie to her own mother. and that's what happens at the schools. okay and that may have happened in that instance, but i'm not sure that's what always","01:32:10.591","01:32:12.460",29
"427","transgender","Education","2024","closet themselves and they are unable to seek support. they are unable to come to the support of adults in their life and teachers, and let them know they are being bullied for their gender identity and their transgender status because out of fear that then they will be forcibly outed. and so we are","01:33:01.475","01:33:02.510",29
"428","transgender","Education","2024","nothing to do with what they really what they're transgender. i appreciate your point, but the real question here is what happens at school, right? so assembly member what i guess there's been a lot of discussion around gender dysphoria. but the point was also made that unfortunately, because of these","01:35:43.304","01:35:46.340",29
"429","gender identity","Education","2024","student identified as questioning and said they didn't want their parents to know and wanted to learn more about gender identity and potentially transitioning, what would an educational provider be required to do to comply with that law? so the subsection that you had referenced is part of our","01:39:01.435","01:39:03.003",29
"430","gender identity","Education","2024","it relates. so under the federal family educational rights and privacy act, parents have an absolute right to access any and all public records related to their child. so under ferpa, would parents be entitled to access information regarding the child's gender identity and pronouns? and do you have a","01:40:42.936","01:40:49.643",29
"431","gender identity","Education","2024","where where students are children do not have that comfort and find in school the only place where they can actually, sort of exercise and affirm their gender identity at that time in their lives, which is a challenging time. and so it's for those kids who are going through, you know, an","01:42:56.637","01:42:57.571",29
"432","transgender","Education","2024","inappropriate, that may inflame those tensions at home. and so with that, i this is clearly a big deal. and. i okay, miss friday. what what ferpa and the way it works in the real world, because i am a licensed attorney. and so when my daughter came out as a transgender child, i did a ferpa","01:43:40.847","01:43:43.016",29
"433","transgender","Education","2024","transgendered students who identify as girls, non-binary students, and everything in between. i think the goal here is to close the excellence gaps that we are noticing between genders, but also for students who are non-binary or gender fluid. the schools are already doing this. i think the","00:47:26.476","00:47:27.411",29
"434","gender identity","Education","2024","for them gather and use student data, and therefore student data. privacy protection should be in place. standardized tests capture numerous types of sensitive data from students, including gender, gender identity, ethnicity, immigration status, nationality, religious affiliation, and more, which","00:15:57.990","00:16:00.359",29
"435","gender identity","Education","2024","quote the bill, i would point out that the bill says no person shall be subjected to discrimination on the basis of disability, gender, gender identity, gender expression, nationality, race or ethnicity, religion, sexual orientation, or any characteristic listed as defined in section 1135 of the","04:11:10.889","04:11:13.792",29
"436","gender identity","Education","2024","to censor books. fresno county introduced a resolution that is invasive and unconstitutional form of censorship that targets books based on seemingly disfavored speech, namely references to bodily autonomy and gender identity. the city of huntington beach introduced a resolution that would impose an","00:07:56.542","00:07:58.211",29
"437","gender identity","Judiciary","2025","damages arising from hate crimes. three a civil suits alleging illegal discrimination against any of the classes enumerated in section 231.7, specifically race, race, ethnicity, gender, gender identity, sexual orientation, national origin or religious affiliation, or the perceived","00:26:29.821","00:26:31.556",27
"438","transgender","Judiciary","2025","not accessible to folks who are trying to misuse that data. and california needs to tighten up its laws in that regard. we know that in general, colleagues attacks on our transgender community have been on the rise politically in state after state for the last number of years. the president has issued more","03:45:47.500","03:45:49.802",27
"439","puberty blocker","Judiciary","2025","state, not just in ideology, but in policy to. when we say that gender affirming care is life saving, we're not being hyperbolic. access to puberty blockers, hormones, and affirming surgeries not only lowers the risk of self-harm and suicidal ideation, but also creates the spaces that trans","03:47:42.982","03:47:44.350",27
"440","transgender","Judiciary","2025","i urge your support of sb 497. thank you very much. all right. others in support. good afternoon, chair and members, craig pulsipher, on behalf of california proud co-sponsor. in 2022, we worked with senator wiener on sb 107 to make california a state of refuge for transgender youth and their","03:48:48.314","03:48:49.348",27
"441","puberty blocker","Judiciary","2025","hostility towards other states, as california does here, attorney general rob bonta has joined or led amicus briefs in states that have prohibitions against the heinous practice of poisoning children with puberty blockers, cross-sex hormones and chopping off their healthy body parts. it is unquestionable that","03:54:29.355","03:54:31.056",27
"442","transgender","Judiciary","2025","states that want children to grow up naturally, with their natural bodies fully intact. the dutch model that pioneered the so-called check sex changes on children experimented on 70 children. 69 of those children were gay or bisexual. please recognize that transgenderism is homophobic. it is the ultimate","03:54:58.784","03:54:59.785",27
"443","transgender","Judiciary","2025","gender identity is made up. insurance carriers should not be required to cover medical procedures that change bodies to resemble the opposite sex or no sex at all, based on the false promise, that false premise that humans have a gender identity. my daughter believed that she was a transgender boy for nearly","01:13:22.431","01:13:24.399",27
"444","hormones","Judiciary","2025","naturally, she outgrew that delusion. hormones and surgeries are not life saving. we don't affirm an anorexic belief that she is fat and offer her ozempic. sb 418 would hold insurance carriers liable for discrimination if they don't fund procedures that permanently alter healthy bodies, blocking","01:13:44.553","01:13:45.821",27
"445","hormones","Judiciary","2025","brain development, administering cross-sex hormones that forever change the body, and removing or rearranging genitalia. california risks losing billions of dollars of federal contributions to medi-cal. protectors like me are using the hhs tip line to report on doctors and hospitals that are","01:14:06.542","01:14:09.344",27
"446","transgender","Judiciary","2025","basis for transitioning children, experimented on 70 kids. all but one of them was same sex attracted or bisexual. kind of makes you think that the transgender movement is designed to make gay people appear to be straight people, all while sterilizing them and turning them into lifelong medical","01:14:48.851","01:14:50.619",27
"447","transgender","Judiciary","2025","transgender and non-binary californians by requiring that any petition for a change of gender, sex identifier, name and any paper associated with that proceeding be kept confidential automatically by the court. in 2023, the legislature passed ab 223 by assembly member ward to provide to protect privacy and","06:06:34.238","06:06:36.240",27
"448","transgender","Judiciary","2025","helping transgender clients legally change their name and gender marker and filing motions to seal that record from the public before someone can update their driver's license and other ids, they must first get a court order recognizing their name and gender. clients are shocked to learn the very process that","06:09:05.556","06:09:07.091",27
"449","transgender","Judiciary","2025","school and work and left her job because of it. the appellate court reversed the denial, recognizing the unique risks faced by transgender individuals and the need to protect privacy and safety. but they noted it remains for the legislator to decide whether confidentiality applies to all transgender","06:10:08.619","06:10:11.289",27
"450","transgender","Judiciary","2025","that transgender adults can affirm their identity without sacrificing their privacy and safety. we stand in support of sb 59 and in support of transgender people across california. thank you. thank you very much. next witness please. last time i touched this, i broke it. so i'm going to try","06:10:34.245","06:10:35.313",27
"451","hormones","Judiciary","2025","but, mr. brown, please. þ. thank you, mr. chair. and members, tristan brown with cft. i'd like to think of two main pillars about this policy proposal, one of hormones and one of homework. and by that i mean the stress, the hormonal stress that students might endure, the cortisol that runs through your","03:35:41.395","03:35:42.763",27
"452","gender identity","Judiciary","2025","sexual assault and ensure their ability to fully access the justice system as a sexual assault occurs every 68 seconds. and it's not just women that are affected by sexual violence. it happens to people of every gender identity, age, sexual orientation and social class anywhere, anytime. sexual","00:25:53.084","00:25:55.253",27
"453","transgender","Judiciary","2025","bill. ab 1084 is an lg, p is an lgbtq caucus priority bill and is sponsored by equality california, the trans family support services and trans youth liberation. transgender and non-binary people are facing an unprecedented wave of attacks across the country and even here in california. in 2024 alone, at","04:13:12.944","04:13:17.448",27
"454","transgender","Judiciary","2025","introduced nationwide, many specifically targeting transgender individuals by restricting their access to health care, public facilities, accurate ids and more. these attacks are part of a coordinated effort to make it harder for transgender people to live safely and openly as their","04:13:33.798","04:13:35.466",27
"455","transgender","Judiciary","2025","transgender people from public life entirely. ab 1084 will streamline the process for transgender and non-binary individuals to receive a court order recognizing their gender change and changing their legal name by shortening the court processing time for uncontested petitions from a minimum of six","04:13:53.952","04:13:56.287",27
"456","transgender","Judiciary","2025","despite recent legislation supporting transgender and non-binary individuals right to obtain accurate identification documents, family law experts and community members have reported significant wait times, as well as other barriers that prevent a timely the timely updating of key identification","04:14:14.372","04:14:16.107",27
"457","transgender","Judiciary","2025","identification documents, such as driver's licenses, birth certificates, is vital for the health and well-being of transgender and non-binary individuals. this is especially important for minors, as children generally need a birth certificate for various legal, educational, and personal","04:14:30.188","04:14:31.823",27
"458","transgender","Judiciary","2025","in school, receiving medical care, and accessing social safety net programs they cannot afford time delays in receiving valuable identification documents. ab 1084 will improve the ability of transgender and non-binary californians to obtain accurate identification documents and protect themselves","04:14:49.007","04:14:50.408",27
"459","biological sex","Judiciary","2025","must be based on good cause and specifically prohibits objections based on the fact that the proposed change does not align with the child's biological sex. in other words, if a parent believes, as millions of us do, that sex is binary and unchangeable. their view is not just rejected, but","04:20:38.923","04:20:41.592",27
"460","gender ideology","Judiciary","2025","you directly are parent rights only valid if the parent agrees with the state's gender ideology? if a parent dissents, do they forfeit their right to raise their own child? this bill is blatantly unconstitutional. it's discriminatory and expresses religious bigotry. ab 1084 is not just bad policy.","04:21:06.317","04:21:08.686",27
"461","transgender","Judiciary","2025","one of the witnesses indicated is inaccurate. so with that, i respectfully ask. this is really, really important, i think, for transgender people, given what's happening across the country and the need for accurate documents and respectfully ask for your vote. alrighty. thank you very much.","04:24:33.390","04:24:34.325",27
"462","transgender","Judiciary","2025","professionals. accessing and providing legal health services in california. we are aware of a growing national attack on lgbtq people, particularly transgender community members. and among these attacks on individuals rights includes the right for people to access legal health services, such as reproductive","02:58:41.977","02:58:43.079",27
"463","transgender","Judiciary","2025","and evaluation system, or cures, which is california's prescription prescription drug monitoring program, or pdmp. for instance, these organizations, with a history of hostility towards lgbtq community members, are advocating for the use of pdmp to identify transgender patients with information then","02:59:34.096","02:59:35.965",27
"464","gender identity","Health","2025","following procedures for gender identity and for discrimination versus gender identity. so it's going to penalize insurers who refuse to provide gender interventions on kids when they know that it's wrong because they're going to be fearful of the administrative fines that they're going to receive. so","01:51:41.728","01:51:43.129",26
"465","gender identity","Health","2025","that these kids are going to get these interventions, clarifying that there's no specific call out to procedures in the bill whatsoever. there's a there's a whole list in the bill if you read it where it talks about gender identity. what bill are you speaking on? three, six, three? there's no specific call","01:52:00.947","01:52:02.649",26
"466","gender identity","Health","2025","bill. there is on tracking. what are you tracking? you're tracking based on gender identity. you're not tracking a demographic. right. but the demographic of detransitioners is not a demographic tracking. if you're denying for a demographic not on a procedure, you need to read the bill. it","01:52:21.434","01:52:22.702",26
"467","gender identity","Health","2025","only reference to gender identity in the bill has to do with collection of demographic data, as i think senator webber pearson mentioned, you mentioned, and it lists to the extent possible. it's just making sure that that data includes data about gender, gender identity, sexuality, race","02:06:34.253","02:06:36.956",26
"468","hormones","Health","2025","denied from the care we need to just simply live. right. i've been on hormones through the va for over 15 years. they don't cover gender affirming surgery, but i was lucky to have other insurance that did cover my top surgery. and not all trans people are that lucky that surgery was not cosmetic. okay,","03:55:08.060","03:55:10.362",26
"469","hormones","Health","2025","aid in procedures that would horrify doctor mengele, like blocking healthy kids puberty so they never fully develop or mature, including their brains, which is a pedophile's dream world and administering cross-sex hormones that forever change the body, and removing or rearranging genitalia as if","04:01:05.684","04:01:08.554",26
"470","transgender","Health","2025","they cannot. health plans have been required to pay for these heinous procedures since 2013, but this bill takes it further and actually denies the reality of sex by redefining sex to include gender identity, which is feelings which change from day to day. sb 418 would enshrine extreme transgender","04:01:32.845","04:01:34.947",26
"471","transgender","Health","2025","don't think that's an attack to acknowledge that. however. i don't think anybody that is gay or lesbian that believes in transgenderism is a gay savior. it is not the same as being gay or lesbian or bisexual. affirming kids away from being gay is wrong. and that's what's happening with the transgender","04:02:42.381","04:02:45.050",26
"472","gender identity","Health","2025","would be ashamed of the lgbt community and continue to write bad laws, especially this law, which is going to be used in a medical setting where sex really does matter. gender identity is not sex. it is based on feelings, which can change over time. i know it, you know it. you say you don't want to","04:03:04.670","04:03:07.739",26
"473","woke","Health","2025","i support you just woke up so we get it kimberly robinson with black women for wellness action project and support. thank you. we will now move to any kò witnesses in opposition if you'd please come forward. with your indulgence. chair members with the california association of health plans. we're not in","00:56:41.698","00:56:42.332",26
"474","hormones","Health","2025","was saying, or they simply just exclude the class saying you can buy it on your own if you want, but we just don't cover any of them. and sb 535 would help address this disparity. adipose tissue tissue secretes pro-inflammatory hormones and as a result, obesity negatively affects almost every organ","04:02:43.782","04:02:45.517",26
"475","transgender","Health","2025","witnesses are coming up, i will start today. i'm here to present ab 1487, which makes important changes to the transgender, gender non-conforming and intersex wellness and equity fund. and i'd like to start by saying that i do accept the committee amendments. in 2020, california established the first","00:53:54.030","00:53:56.066",26
"476","transgender","Health","2025","and equity fund to ensure sustained investment in programs that provide health care, housing support and community resources to what is called the tgi community or the transgender, gender non-conforming and intersex community. all told, the fund has distributed $13 million to","00:54:16.720","00:54:18.722",26
"477","transgender","Health","2025","our communities who are transgender, expansive and in success, and to a spirited, identified receive, particularly in this critical times, we are seeing a migration of trans people coming from other states due to the continuous political attacks in other states. and so we want to make sure that we","00:57:18.468","00:57:21.037",26
"478","transgender","Health","2025","simple policy bill. i think the opposition has made our case for us around what transgender people face every single day, what two spirit people face every single day, what intersex people face every single day. and i think they've proved the point of the need for this bill. and so i want to thank the","01:07:48.931","01:07:50.099",26
"479","transgender","Health","2025","learning collaborative with 26 members who represent 21 diverse health care settings and pharmacies in los angeles, san bernardino, and riverside counties. young black or hispanic men who have sex with men and transgender persons have lower uptake and persistence on oral prep regimens and have","01:00:24.020","01:00:25.722",26
"480","gender identity","Health","2025","patient, regardless of sexual orientation or gender identity, deserves to feel safe, respected and comfortable in all medical settings, especially during sensitive examinations. we fully support the intent of ab 849 and recognize the critical need for trained medical chaperons to help to help ensure that patient","01:30:19.547","01:30:21.149",26
"481","transgender","Health","2025","some members of br, you have our last item for presentation file item 11 ab 1084. madam chair, members ab 1084 is a an lgbtq caucus priority bill and is sponsored by equality california trans family support services and trans youth liberation. transgender and non-binary people are facing an","02:24:17.849","02:24:18.816",26
"482","transgender","Health","2025","across the country and even here in california. in 2024 alone, at least 576 anti lgbtq plus bills were introduced nationwide, many specifically targeting transgender individuals by restricting their access to health care, public facilities, accurate ids and more. these attacks are part of a","02:24:38.336","02:24:39.437",26
"483","transgender","Health","2025","harder for transgender people to live safely and openly as their authentic selves, and erase transgender people from public life entirely. ab 1084 will streamline the process for transgender and non-binary individuals to receive a court order recognizing their gender change and changing their legal","02:24:58.256","02:25:00.425",26
"484","transgender","Health","2025","processing time for uncontested petitions from a minimum of six weeks to a maximum of six weeks. despite recent legislation supporting transgender and non-binary individuals right to obtain accurate identification documents, family law experts and community members have reported significant wait times,","02:25:18.276","02:25:19.744",26
"485","transgender","Health","2025","prevent timely updating of key identification documents. having accurate documents, such as driver's licenses, birth certificates, is vital for the health and well-being of transgender and non-binary individuals. this is especially important for minors, as children generally need a birth","02:25:37.061","02:25:38.062",26
"486","transgender","Health","2025","educational, and personal reasons. this includes enrolling in school, receiving medical care, and accessing social safety net programs they cannot afford time delays in receiving valuable identification documents. ab 1084 will improve the ability of transgender and non-binary californians to","02:25:55.213","02:25:56.380",26
"487","transgender","Health","2025","i'm so grateful for the opportunity to speak on ab 1084 as the parent of a transgender child, as well as a representative of rainbow families action, which is an organization dedicated to serving the needs of trans and gender expansive youth. so this issue hits very close to home","02:28:30.935","02:28:32.470",26
"488","transgender","Health","2025","extremely dangerous, turbulent times for the transgender community. so i'm extremely grateful for the assembly member and co-sponsors bringing forth this legislation to affirm the identity of trans folks in california when it comes to knowing who they are and how they identify with that, i","02:30:20.344","02:30:21.312",26
"489","biological sex","Health","2025","biological sex. in other words, if a parent believes, as millions of us do, that sex is binary and unchangeable, the view is not just rejected, it's disqualified. let me be direct. let me ask you directly are parents rights only valid if a if parents agree with the state's ideology on gender, if a","02:35:47.404","02:35:49.273",26
"490","gender identity","Budget","2023","based on gender identity. and refer those complaints of the civil rights department will also review the complaints the department receives and- involving improper denials to determine whether. any enforcement actions including sanctions may be appropriate. will also review and approve the","01:55:07.934","01:55:08.701",23
"491","gender identity","Budget","2023","received alleging discrimination based on gender identity. and refer those complaints of the civil rights department will also review the complaints the department receives and- involving improper denials to determine whether. any enforcement actions including sanctions may be appropriate.","01:55:06.399","01:55:07.867",23
"492","gender identity","Budget","2023","us- and she was amazing from the future organization. and it was- it was big so some of the questions i asked her about demographics which it you know all of you guys know on a- when you're admitting seventy two- boarding care you don't ask about gender identity. you don't ask about their- where they were","01:19:30.732","01:19:32.868",23
"493","gender identity","Budget","2023","gender identity economic geographic and religious diversity. in january senate president pro tem toni atkins joint secretary galley and the governor senior adviser on aging disability and alzheimer's chemically wade. to launch years three and four of the master plan. we released ninety five","02:10:42.801","02:10:44.703",23
"494","gender identity","Budget","2023","brought in a consultant to help us- and she was amazing from the future organization. and it was- it was big so some of the questions i asked her about demographics which it you know all of you guys know on a- when you're admitting seventy two- boarding care you don't ask about gender identity. you don't","01:19:28.530","01:19:30.665",23
"495","gender identity","Budget","2023","cultural sexual orientation gender identity economic geographic and religious diversity. in january senate president pro tem toni atkins joint secretary galley and the governor senior adviser on aging disability and alzheimer's chemically wade. to launch years three and four of the master","02:10:41.033","02:10:42.734",23
"496","woke","Budget","2023","see today is our community has woken. and it's a large city united and advocacy and voice equity accountability and transparency are key areas of focus while the experience of navigating the system. must be more effective it must be more respectful and of course more person centred. some of the key","03:24:22.316","03:24:24.018",23
"497","woke","Budget","2023","mentioned earlier. so what we see today is our community has woken. and it's a large city united and advocacy and voice equity accountability and transparency are key areas of focus while the experience of navigating the system. must be more effective it must be more respectful and of course more","03:24:21.315","03:24:22.249",23
"498","transgender","Budget","2023","answer questions. thank you good afternoon everyone- madam chair and- senators and colleagues- my name is dr tricia wallace my pronouns are she her and i'm a senior psychologist specialist with the department of corrections and rehabilitation. i am age gender health care specialist in transgender and","02:35:30.821","02:35:32.556",23
"499","transgender","Budget","2023","subject matter expert in trans gender non binary and intersex care within the departments. i thank you for the opportunity to talk about- the integrated gender for me healthcare programmer i gap. in twenty twenty one sb one thirty two authored by senator wiener also known as the transgender","02:35:48.872","02:35:50.774",23
"500","transgender","Budget","2023","or trata- it was enacted and which amended the penal code twenty six oh five and twenty six oh six. as a part m. as part to assist in implementation of trotta a previous bcp. a knowledge that the healthcare positions in its were established to in part minor the needs of transgender and gender","02:36:10.394","02:36:12.763",23
"501","transgender","Budget","2023","in cdcr and learn. and what we've learned is that the- vulnerable transgender and gender diverse population and cdcr has grown and continues to grow. and there are are in during needs that need to be met. we need permanent positions and staffing resources that acton help meet the needs of tgt","02:36:31.482","02:36:33.684",23
"502","transgender","Budget","2023","safety and it's an alignment with law policy. and up the current w. path or world professional association for transgender health current standards of care. gender affirming care itself is recognized as essential for overall health and well being for tgt folks. it is part of","02:37:11.989","02:37:13.624",23
"503","transgender","Budget","2023","okay this binance no specific concerns but happy to answer questions okay. colleagues you go. girl okay well i don't have a question but i just to comment is- it's good to see the department. meeting the needs or trying to support the needs of transgender and gender diverse population- taking a thoughtful","02:38:03.340","02:38:07.845",23
"504","transgender","Budget","2023","diverse- patients and population in cdcr and learn. and what we've learned is that the- vulnerable transgender and gender diverse population and cdcr has grown and continues to grow. and there are are in during needs that need to be met. we need permanent positions and staffing resources that","02:36:29.747","02:36:31.415",23
"505","transgender","Budget","2023","individualized care and patient safety and it's an alignment with law policy. and up the current w. path or world professional association for transgender health current standards of care. gender affirming care itself is recognized as essential for overall health and well being","02:37:10.587","02:37:11.922",23
"506","transgender","Budget","2023","with the proposal at this time. okay this binance no specific concerns but happy to answer questions okay. colleagues you go. girl okay well i don't have a question but i just to comment is- it's good to see the department. meeting the needs or trying to support the needs of transgender and gender diverse","02:38:00.170","02:38:03.273",23
"507","woke","Budget","2023","coordination- and in cooperation with one another and when. i woke up my organization will continue to use air either a local homeless action plan as well as their their memorandum of understanding with their respective entities. as an example to communities who who. might struggle i in in those","02:04:01.167","02:04:03.002",23
"508","woke","Budget","2023","efforts aye at local coordination- and in cooperation with one another and when. i woke up my organization will continue to use air either a local homeless action plan as well as their their memorandum of understanding with their respective entities. as an example to communities who who.","02:03:56.829","02:04:01.100",23
"509","woke","Budget","2023","authority department of health care act as an information and department of state hospitals so we'll start off on like i mentioned human services side it will begin with issue number one on the state council of developmental disabilities i woke you up good morning madam chair","00:02:04.190","00:02:06.493",23
"510","woke","Budget","2023","medical service the services authority department of health care act as an information and department of state hospitals so we'll start off on like i mentioned human services side it will begin with issue number one on the state council of developmental disabilities i woke you up","00:02:02.956","00:02:03.957",23
"511","transgender","Budget","2023","senator per to. mission viejo pretty with median heavy duty vehicles meanwhile on the assembly side we appreciate their approach to equity programs and transit what recognizing that more support is needed for transgender proposal started to the day of- waiting for call the issue- we also","00:20:49.548","00:20:51.149",23
"512","transgender","Budget","2023","release yesterday- we- the senator per to. mission viejo pretty with median heavy duty vehicles meanwhile on the assembly side we appreciate their approach to equity programs and transit what recognizing that more support is needed for transgender proposal started to the day of- waiting","00:20:46.612","00:20:49.481",23
"513","hormones","Joint Sen Asm Health","2024","there's up to 40% of life to live in. menopause and the menopause transition is marked by a sudden fluctuation of hormones, for which there are receptors all over the body and up to 80% are symptomatic, with symptoms like sleep disturbances, hot flashes, vaginal dryness, mood, cognition","00:11:56.682","00:11:57.550",20
"514","hormones","Joint Sen Asm Health","2024","local hormones. obviously, there's more genital changes that happen. the tissue gets fragile, painful, it looks different and it feels different. and so people have very changing experiences of sexual function and in fact, sexuality. k¾t, sexual dysfunction really peaks as","00:26:43.168","00:26:46.104",20
"515","hormones","Joint Sen Asm Health","2024","are getting for sexual dysfunction in menopause. so recommendations. i think it's really important to consider the different types of medications that are out there for gsm, there's local vaginal hormones and they come in different forms. so there's estradiol and then there's also prasterone","00:32:24.776","00:32:26.444",20
"516","hormones","Joint Sen Asm Health","2024","regulation and oversight for off label use of hormones, focusing on the role of professional guidelines for off label use. testosterone is not going away. there will never be an fda approved product. so if people are going to be using it, we need education and we need regulation for how people are","00:34:02.807","00:34:04.575",20
"517","hormones","Joint Sen Asm Health","2024","you said, patients are seeking these things out. and oftentimes going to people who are untrained and getting all of these, you know, non fda approved bioidentical hormones and putting themselves at increased risk for other things like, you know, uterine cancer. so what is it that you think","00:37:07.191","00:37:09.093",20
"518","hormones","Joint Sen Asm Health","2024","menopause transition. yeah. and i want to highlight, these two ladies over here because they do have a bill that does expand coverage, but i think even with that one, one of the concerns was originally was like bio identical hormones, which is very broad. and it's like, okay, we need to bring it back to fda","00:38:52.830","00:38:54.532",20
"519","hormones","Joint Sen Asm Health","2024","patches are. yeah, different. sorry. i just want to make sure we all are talking about the same thing. yeah. so there's a difference between systemic hormones and local hormones. but the hormones were mainly talking about are estradiol. so when you have a patch that's going into your bloodstream to help with","00:46:54.578","00:46:55.445",20
"520","hormones","Joint Sen Asm Health","2024","had to have a complete hysterectomy, and she was in perimenopause, said to her surgeon, does this mean i should go on hormones? the surgeon said, i don't know about that. i just do the surgeries. and so she didn't. and now she's seeing injuries from the joint impacts of such rapid menopause and the","01:02:39.555","01:02:41.257",20
"521","hormones","Joint Sen Asm Health","2024","they can have coverage for this specific drug because or is that or is that because of approval, fda approval? oh, okay. yeah, it's fda approval. and so you have to be very specific. so again, for drugs that are, considered for menopause. right. so these are like the vaginal hormones, for example, these are","01:03:40.249","01:03:42.285",20
"522","hormones","Joint Sen Asm Health","2024","model to explain mental health and well-being. basically that there are biological, psychological and social factors that contribute to risk. and we think about the menopause transition. there's a lot of extra biological and social factors that are at play. so things like hormones, aging,","01:20:59.321","01:21:00.255",20
"523","hormones","Joint Sen Asm Health","2024","the people in practice right now are so unfamiliar and uncomfortable with even the idea of medications that they can't recognize that these psychiatric symptoms may actually be cured with some hormones. not all. and we definitely need more, we need more therapies and more access and additionally, you know, at","01:26:51.372","01:26:52.440",20
"524","hormones","Joint Sen Asm Health","2024","frustrating. we have we've been working on our pipeline, but we have to do more. and i will say that i had a colleague comment to me recently out of the blue to say, god, you seem so much happier. and i said, oh, it's my hormones. senator ross and then assembly member agra and then senator rubio. well, i'm a","01:27:27.375","01:27:28.509",20
"525","hormones","Joint Sen Asm Health","2024","diagnosed me with fibromyalgia? you name it, i got it. anxiety, heart palpitations. it was miserable. i weathered the storm because my mother had breast cancer and they said you couldn't take any hormones and you couldn't take anything. now times have changed, but i just want to say that we need to get","01:32:15.696","01:32:16.764",20
"526","hormones","Joint Sen Asm Health","2024","names. they can be oral, topical, transdermal or vaginal. and by the way, this set includes the manufactured bioidentical hormones. and i want to underline that because then there's this separate group the compounded bioidentical hormones. those are produced on demand by a compounding","01:36:53.073","01:36:55.309",20
"527","hormones","Joint Sen Asm Health","2024","exceptions, and some of them notable, only about 8% of enrollees had coverage for the vaginal estrogen, high dose ring or fim ring is its commercial name, and about 91, even though that's still a fair number, had coverage for the compounded bioidentical hormones. in terms of the other big set, the","01:37:42.056","01:37:45.159",20
"528","hormones","Joint Sen Asm Health","2024","are we calling them compounding bioidentical. everything comes from a plant. even biochemicals that are fda approved or compounded. they're all coming from a plant bioidentical just means that it's identical to chemical structure of the hormones that are endogenous in the body. but that compounding","01:40:53.981","01:40:55.682",20
"529","hormones","Joint Sen Asm Health","2024","and really what we need to say is compounded hormones and fda approved hormones. that is the terminology. because the compounded ones. yes. are they, you know, in general are identical to what our ovaries make. but the fda approved therapies, the majority of them are bioidentical as well. and","01:43:20.527","01:43:22.930",20
"530","hormones","Joint Sen Asm Health","2024","clinic. so many of these platforms make money by selling untested supplements, by selling compounded hormones, compounded estrogen face cream, compounded estrogen body cream. and so there's absolutely no regulation for that. and so that's just an important thing when you keep in mind about these online","01:51:14.601","01:51:16.069",20
