start	end	text
10431100	10435100	Seeing 15 hands, the roll call is in order.
10441100	10462100	As every member had the opportunity to vote.
10462100	10470100	The clerk will close the roll and take the tally. Does any member wish to change their vote?
10470100	10477100	Seeing none with 36 voting in favor and 81 against the motion fails. Representative Schlingen seeping, you still have the floor.
10477100	10484100	Thank you, Mr. Chairman.
10484100	10487100	I just want to say that.
10487100	10491100	I just find this very disappointing.
10491100	10498100	They were here once again, putting people who are already very, very vulnerable in a more vulnerable position.
10498100	10501100	It makes me sad.
10501100	10506100	It makes me sad as a pastor, as a politician, as a human being.
10506100	10516100	And all I can say is, if someone's ever near 17th and Collins, 1st Congregational Church has bathrooms for you.
10516100	10519100	So, thank you, Mr. Chairman. Thank you.
10519100	10525100	Does any other member wish to speak to the bill? The chair recognizes Representative Chuck Smith.
10550100	10555100	Thanks, Mr. Chair.
10555100	10562100	You know, as a geometry teacher, one of the things I thought my kids was listened.
10562100	10568100	So, I've listened to everybody and took some notes on what I disagree with.
10568100	10574100	First off, have you been to a Kansas City Chiefs game?
10575100	10580100	I guarantee you, in the men's bathroom, there is no private space.
10580100	10587100	I guarantee you, when they build that new stadium in the men's bathroom,
10587100	10593100	I promise you there's not going to be a stall for everybody that needs to go to the bathroom.
10593100	10598100	It's not going to be there.
10598100	10603100	My friend said to me, I hope both sides can work together.
10603100	10610100	Guys, if we can't agree on this, we can't work together on almost anything.
10610100	10613100	This is pretty sad, I think.
10613100	10618100	Cost?
10618100	10622100	You know, we shouldn't have left the blank. We should have said zero.
10622100	10624100	There's no cost.
10624100	10629100	The men go to the men's bathroom, the women's go to the women's bathroom.
10629100	10637100	And if it's a single unit, wherever it goes in, locks the door, nobody else can come in.
10637100	10640100	That's easy.
10640100	10642100	Driver's license.
10642100	10650100	The only time I ever get my driver's license out is when I go to the airport.
10650100	10653100	And they're not going to stop me from going through when they looked at it
10653100	10656100	and say, yeah, let's you go ahead.
10656100	10659100	They're not going to stop me.
10659100	10664100	I heard one of my friends said the quality of life.
10664100	10670100	I have three beautiful daughters and a beautiful girlfriend of 49 years.
10670100	10675100	And I want to give them the quality of life also.
10675100	10680100	And I tell you what, if they're in the bathroom and a man comes in,
10680100	10684100	you have taken that away from them.
10684100	10692100	They deserve that quality of life also.
10692100	10699100	Like I say, it's, you know, they say we rush this bill.
10699100	10701100	This is my eighth year.
10701100	10706100	And I remember talking in some ways about it for all eight years.
10706100	10710100	Maybe not exactly like this, but something about like this for eight years.
10710100	10712100	That's not new.
10712100	10717100	We didn't rush it.
10717100	10720100	Please give my girls the quality of life they deserve.
10720100	10722100	Thank you.
10722100	10724100	Does any other member wish to speak to the bill?
10724100	10751100	The chair recognizes representative Lewis for the second time.
10751100	10767100	Mr. Chair, I have an amendment.
10767100	10769100	The amendment is extremely short.
10769100	10775100	The clerk shall read.
10775100	10777100	It is a simple amendment.
10777100	10780100	The bill as presented.
10780100	10800100	Provides that notwithstanding the provisions of B through G, which require that the.
10800100	10808100	Government entity designate bathrooms as one sex or the other multi.
10808100	10811100	Multi occupancy.
10811100	10813100	It goes through some exceptions.
10813100	10820100	And one of those is that a child who is under 12 years of age may enter a multi occupancy
10820100	10824100	private space designated for use only by individuals of the opposite sex.
10824100	10828100	If accompanied by an individual caring for such child.
10828100	10841100	And my amendment just moves that age from instead of the current 12 under 12 to under nine.
10841100	10843100	Is there anybody wishing to speak to the amendment?
10843100	10852100	The chair recognizes representative Carmichael.
10852100	10856100	Mr. Chair, I rise in opposition to the amendment.
10856100	10866100	The hallmark of a poorly prepared piece of legislation is a series of floor amendments.
10866100	10869100	This bill was rushed into the committee.
10869100	10878100	It wasn't given a full opportunity for consideration by the members of the committee because we literally didn't see it until.
10878100	10885100	Moments. I mean, after the amendment made been made in committee, we never had a chance to really look at it.
10885100	10894100	But surely the author of the amendment took time to look at what he was bringing to the house judiciary committee.
10894100	10896100	But it would appear that mistakes were made.
10896100	10902100	Omissions were made that were legislating on the fly.
10902100	10904100	Citizens of Kansas.
10904100	10909100	Is there better than a knee jerk bill? Thank you, Mr. Chair.
10909100	10915100	Does any other member wish to speak to the amendment? The chair recognizes representative Michael.
10915100	10920100	Thank you, Mr. Chairman.
10920100	10923100	I stand in strong opposition to this amendment.
10923100	10929100	When I read this bill, I saw this language about children younger than 12 and I thought.
10929100	10932100	Okay, at least somebody thought about that provision.
10933100	10936100	Lowering that age to nine. It's incredibly worrisome.
10936100	10940100	I have a son who is going to turn nine in three weeks.
10940100	10950100	And so if this were to go into effect, that means when I take him to Alan Fieldhouse or the KU Stadium or wherever in three weeks,
10950100	10956100	I just have to send him into the men's room unaccompanied if my husband is not with me.
10956100	10968100	Whereas if we reject this amendment, I will still have the option when I feel like I want to escort him into the women's room to be able to do that until he turns 12.
10968100	10972100	I strongly oppose this amendment.
10972100	10987100	Is there any other member wishing to speak the amendment? The chair recognizes representative Poskin.
10987100	10992100	Thank you, Mr. Chair, to the point that both of my previous colleagues made.
10992100	10996100	If this part of the bill had been vetted properly, had a public hearing.
10996100	11006100	Parents of all ages of children could have commented on that and would have been able to tell you what representative from the representative from Lawrence just did.
11006100	11011100	That is too young and I'm the mom of seven and grand parent of.
11011100	11025100	Or and a question to the bringer of the amendment. If he will stand for a question.
11025100	11032100	Thank you represent welcome. So when I just said that a question popped in my head. What about grandparents?
11033100	11037100	Well, when I take my child to.
11037100	11043100	The stadium or to, you know, Alan Fieldhouse.
11043100	11051100	And they're nine. Can I go in with them? Yes, if you're caring for such child hearing for such child. Thank you. Yeah, you're welcome. Okay.
11051100	11058100	I still stand opposed to the amendment and we really should have vetted this and let parents tell their stories.
11059100	11069100	Is there anybody else? Is there any other member wishing to speak to the amendment? The chair recognizes representative McDonald.
11069100	11074100	Thank you, Mr. Chair. Would you be willing to stand for a question?
11074100	11076100	Thank you so much.
11076100	11081100	I stepped out to go to the restroom. So I may have missed when you said this. So if you'll indulge me. Sure.
11081100	11084100	Exactly what problem would your amendment solve?
11084100	11106100	Like what is what is the reason for you bring in the amendment? Well, the original bill said that if a child under the age of 12 is being cared for that the adult caregiver can take him or her into a space that's not designated for his biological sex.
11106100	11120100	And we're moving that down to nine or under under nine. And I think that thinking was from talking to colleagues that, you know, the age at the age of nine.
11120100	11131100	It's unlikely that somebody is going to need to be accompanied into a bathroom. And at that age, they become becoming aware of sexual differences.
11131100	11142100	So to be clear, if someone is 10, but their grandparents are with them, they can't go to the bathroom with their grandparent if their grandparents the opposite sex. Yes, that's right.
11142100	11146100	Okay, thank you.
11146100	11161100	I was raised with sisters. And when when they said how to ultrasound and every time they said it's a boy, I was just freaking out a little bit because all we have in our family is girls and I had to figure out how to do this thing to be employment.
11161100	11177100	And one of my biggest challenges was the bathroom situation. And I'm always so grateful to find a family bathroom where the whole family can get in there with a double stroller and, you know, all of that, all of the equipment, the diaper bags.
11177100	11185100	But that's not always the case. And so I feel like this amendment makes this bill even more dangerous somehow.
11185100	11196100	As the mother of two boys, they were there about 13 months apart. Very, very often I was juggling toddlers running, which, you know, different directions.
11196100	11206100	And I can't imagine when I think back to my son, like I said, he grew his hair out when he was about six, eight. When he was nine, he looked like a girl. I'm just going to say it.
11207100	11223100	When he was 10, he certainly looked like a girl. And because of the way I choose to raise my children, they're very aware of sexual differences. They know a lot about human reproduction because that's my right as a parent to make sure that they understand good touch, bad touch.
11223100	11240100	Yeah, they're on the lookout for people who might be nefarious, but also it's intimidating for a grown adult to come into a bathroom and boss around a kid, even if they're 10 years old, 11 years old, 15 years old, 17 years old.
11241100	11254100	This amendment is really dangerous, in my opinion. So I'm just strongly going to urge you to vote. No, even if you love the bill, this amendment really makes things more dangerous for our children. Thank you.
11254100	11259100	Does any other member wish to speak to the amendment? The chair recognizes representative Martinez.
11271100	11283100	Thank you, Mr. Chair. I'd just like to remind you guys of an incident in 1998, a young man by the name of Matthew Keechi. He was nine years old.
11283100	11295100	But he went into a restroom in Oceanside Harbor in California. He was a third grader while his aunt waited outside, and he was murdered.
11295100	11302100	I believe he's the one whose throat was slit when he was in there. Now, this was in a shelter, I believe, off the side of a highway.
11302100	11309100	But these things can happen. You never know who's going to be in the bathroom when you're not there.
11309100	11321100	My granddaughters, 13, 14, 15 years old, if it's an unfamiliar space, I go in the bathroom with them just to be safe. You can roll your eyes all you want.
11321100	11328100	If it doesn't affect you, roll your eyes, laugh, whatever you want to do. This is serious.
11328100	11341100	We need to think about the possibilities. A male going into a person who appears to be a male, going into a female bathroom is not a good thing.
11341100	11348100	And it also opens the door for a real male to go into the bathroom. Same thing with a female bathroom. I mean, a male bathroom.
11348100	11355100	There's nothing else can go in there, too. So we need to rethink what we're doing with some of this stuff in this bill.
11355100	11359100	Thank you, Mr. Chair.
11359100	11367100	Does any other member wish to speak to the amendment? The Chair recognizes Representative Humphries.
11367100	11374100	Thank you, Mr. Chair. I think this amendment makes a lot of sense, and I would encourage you to vote yes.
11374100	11381100	Does any other member wish to speak to the amendment? Seeing none, Representative Lewis, you may close on your motion.
11381100	11386100	Thank you, Mr. Chair. I close.
11386100	11393100	You've heard the motion by Representative Lewis to amend all those in favor, signified by saying aye.
11393100	11396100	I'll oppose, nay.
11396100	11399100	The ayes appear to have it.
11399100	11402100	The ayes do have it. The motion carries.
11402100	11414100	Representative Lewis, you stole the floor.
11414100	11419100	So we've been out this for a while, and I'm going to try and be as succinct as possible.
11419100	11422100	This bill really isn't that complicated.
11422100	11427100	This bill simply codifies societal norms.
11427100	11430100	That is what people expect.
11430100	11441100	That public spaces used for private purposes will be single sex, and that a person's identification documents will accurately reflect their biological sex.
11441100	11448100	That's just what people expect, and we're simply codifying that with this bill.
11448100	11454100	The bill has too many, two primary purposes. One is privacy and public safety.
11454100	11463100	With respect to bathrooms, but we're also talking, by the way, about more than bathrooms, we're talking about locker rooms, schools.
11463100	11471100	We're talking not just about adults, but we're talking about children in these public private spaces as well.
11471100	11479100	And I have heard from a number of constituents and others about concerns about both privacy,
11479100	11489100	especially women privacy and safety inside these public spaces where men are allowed to come in and use the facilities at the same time.
11489100	11492100	So both privacy and safety.
11492100	11501100	With respect to safety, there's another concern that hasn't been raised, but we did learn about this in our hearing on the bill.
11501100	11513100	That is in our in merge in situations where people come into say an emergency room, or they're in a car accident and they're incapacitated.
11513100	11528100	And what the hospitalist that from Wesley testified to was medical professionals need to know immediately whether that person is biological male or female in order to make good medical decisions.
11528100	11543100	And they will then in those circumstances rely heavily on what the driver's license says. So if the driver's license isn't accurate with respect to the biological sex of the person, it creates problems for the medical treatment.
11543100	11551100	And that will affect, by the way, not only the people who are the trans people, but anybody.
11552100	11561100	They need to have reliable information from the driver's license about the biological sex to provide them with the best medical treatment possible.
11561100	11567100	The other concern that really hasn't been addressed is law enforcement IDs.
11568100	11585100	What happens is when a police officer law enforcement officer stops somebody, they inevitably ask for the driver's license and what they then do is they go back into their squad car and whatever and they they send the information on the driver's license into the
11586100	11600100	CIS database and they on based on that driver's license and the information in it, which would include their birth date, their name, and their gender or their sex.
11600100	11614100	They made that that in I CIS database searches to determine whether, for instance, that individual has a warrant out for their arrest or has, you know, five felonies that they've been convicted of.
11614100	11621100	It would be nice. It would be important for that law enforcement to know with whom he or she is dealing.
11621100	11625100	So those are some of the concerns that I think.
11625100	11629100	Undergird, if you would, this bill.
11629100	11632100	And I think it's important that we keep those in mind.
11632100	11639100	I also want to respond to some of the arguments that my friends from the other side of the aisle have been making.
11640100	11646100	First of all, we've heard that the bill targets or discriminates is against transgenders. I reject that. Why?
11646100	11650100	Everyone in this bill is treated just the same.
11650100	11661100	It simply requires that everyone, whether they're a male who wants to be a female, female who wants to be a male, a male who wants to be a male, female who wants to be a male.
11661100	11670100	It doesn't matter. They use the private space in public, multiple occupancy spaces of their biological sex.
11670100	11675100	And it requires that they have identification documents that reflect the biological gender.
11675100	11688100	Having the gender marker on the driver's license, as I say, reflects the biological gender of the person and can actually be helpful to the transgender population.
11688100	11696100	We've also heard a lot about the cost of this. Look at our own building here.
11696100	11705100	There's not going to be a cost involved in this building coming into compliance with this bill.
11706100	11719100	We have genders designated multiple occupancy bathrooms, and we also have a family bathroom. There's not going to be any construction needed.
11719100	11732100	And I would doubt that there are very many government buildings in this state that don't have the same designations right and left or female and male.
11732100	11747100	The only difference is now there's going to be codification of that, and there's going to be enforcement of those sex distinctions, which are, as I said, really part, really part of just a societal norm.
11747100	11752100	Let's see.
11753100	11770100	There was some discussion of what's going to happen to people who don't know about the law when they come into Kansas. Well, I, I point out to you, you know, then marijuana laws were mentioned. We have marijuana distinctive different marijuana laws in neighboring states.
11770100	11782100	And that's the responsibility of those who come into Kansas or drive to Colorado or to Missouri to know what those laws are when they enter into those states.
11782100	11795100	The same way it'll be the responsibility of people to know that in this case. The other thing I would point out is the law actually does not hold them responsible in the first instance of violation.
11795100	11806100	It gives them a warning. That's it. Warning. Nothing else. Their second violation. They're subject to a thousand dollar penalty. And it's only upon the third that there's any kind of criminal sanction.
11806100	11815100	So I think this law does a good job of giving people notice of their obligations to comply with it.
11815100	11840100	And there's also been discussion about how unfortunate it will be for the concern expressed is that a person who is a, let's see, a person who is a woman, but, but looks like a man will enter a woman's private space.
11840100	11856100	Think about that. This bill will significantly reduce that problem because currently any man can enter any woman's bathroom without legal consequence.
11856100	11874100	That is a concern that we have. And I'm not saying that we're going to eliminate that problem, but we are going to significantly reduce the problem through this bill. So those who on this side of the aisle who are concerned about somebody looking like a man being in a woman's bathroom
11874100	11882100	should actually support this bill because it's significantly going to reduce the risk of that happening.
11886100	11912100	As far as the cost goes. Once again, the, I just don't think that there's going to be very many public buildings that are going to have to be reconfit bathrooms reconfigured or new new bathrooms built because of this bill.
11912100	11927100	So I don't think there's going to be great cost involved to these public entities. And they will have some time to take care of that under the bill. There's, if they're complained against, they have a cure.
11927100	11936100	If the entity that owns building is complained against, they have a cure period in which to fix the problem.
11936100	11944100	And that Mr. Chairman, I urge support of the bill. Thank you.
11944100	11954100	The chair recognizes representative Sutton for an announcement.
11954100	11957100	Thank you, Mr. Leader, Mr. Chairman.
11957100	11972100	I know this is going to break hearts, but in order for no one to feel any angst as the time ticks, I will be canceling insurance committee today.
11972100	11984100	I know, I know. We'll try to schedule a double one on another day. We'll try to get a Friday or something. But anyway, thank you. Thank you, Mr. Chair.
11984100	11992100	The chair recognizes representative Bryce for an announcement.
11992100	12012100	Thank you, Mr. Chair. Health and Human Services Committee will not be meeting today. We'll meet tomorrow at the regular time. Thank you.
12013100	12022100	Chair recognizes representative Tarwater for an announcement.
12022100	12031100	Attention, Commerce fans, bring your popcorn tonight. We're going to meet at about 1130 p.m. And so.
12031100	12038100	We are postponing today's meeting until tomorrow. We didn't have anything on the agenda tomorrow. And I was really looking forward to.
12039100	12051100	Figuring out what we could do together because I miss you guys when we're not around each other. So we're going to move today to tomorrow. That'll be all. Thank you.
12051100	12062100	Is there anybody else who wish the chair recognizes representative Lewis for an announcement?
12062100	12067100	A corrections committee will not be meeting today.
12067100	12074100	Representative, the chair recognizes representative Howerton for a announcement.
12074100	12080100	Thank you. Tell welfare. We will not meet today. We will continue that on Monday.
12080100	12082100	That's all I have.
12082100	12085100	Chair recognizes representative gets.
12086100	12100100	Thank you, Mr. Chair. We are moving today's LPA and inspector general for K-12 to tomorrow. It was pretty open day tomorrow. So we'll do that tomorrow. Thank you.
12100100	12104100	Chair recognizes representative sweetly for an announcement.
12104100	12111100	Higher education budget will not be meeting as well today. Thanks.
12116100	12142100	Is there anybody else wishing to speak to the bill? The chair recognizes representative Susan Ruiz.
12143100	12165100	This bill, as we all know, is not about keeping Kansans in their homes or expanding access to health care or helping families pay for childcare or funding for special education or lowering taxes or supporting small businesses.
12166100	12176100	This is why we were elected to do all of that and not what we're trying to do now.
12176100	12183100	And this bill seems to impose unfunded mandates.
12183100	12193100	I have a question for the carrier of the bill.
12193100	12207100	Yes, who is responsible for paying for the re issuance of licenses and birth certificates?
12207100	12211100	I'm not sure about that. That's a good question.
12211100	12216100	Yep, I'm fixing it. I'm going to fix it.
12216100	12222100	This is an unfunded mandate and.
12222100	12228100	They will be the reassurances of licenses and birth certificates.
12228100	12231100	And with that, I have an amendment.
12247100	12256100	The amendment here short the clerk will read.
12256100	12271100	I move to a mental health substitute for SB 244 on page five in line three after see by inserting no fee or other charge shall be assessed for the correction or re issuance of any birth certificate that is corrected pursuant to this section.
12272100	12287100	I represent you wish to speak to the bill.
12287100	12289100	Sorry, the amendment.
12289100	12290100	Yes, sir.
12290100	12300100	So there is no there's no stipulation in the bill as to who is responsible for the pain of the re issuance of the driver's license and a birth certificate.
12301100	12304100	So it does cost.
12304100	12307100	And this is an unfunded mandate.
12307100	12313100	The folks who are having to are going to be reissued a license or a birth certificate.
12313100	12315100	They're not asking for it.
12315100	12317100	They're not asking for this bill.
12317100	12319100	They shouldn't have to pay for it.
12319100	12325100	The state should have to be the one responsible for it.
12326100	12343100	I have a question for the carrier of the bill.
12343100	12348100	Is there is there anyone wishing to speak to the amendment.
12349100	12355100	Representative Humphries.
12355100	12359100	I understand the thought behind this.
12359100	12364100	And just so people know, I think it's $20 to get a new birth certificate.
12364100	12368100	And I think it's about 30 to get a new driver's license.
12368100	12373100	So I understand the thought, but I still think that we need to vote no on this amendment.
12373100	12376100	So that's what I would encourage you to do. Thank you.
12376100	12389100	Sorry, one else wishing to speak to the amendment. The chair recognizes representative Carlin.
12389100	12396100	Thank you, Mr. Chair, not to try to correct the previous speaker, but I did just apply.
12396100	12401100	I did get a birth certificate for my grandson, and it was $35.
12401100	12407100	And he lacked some papers that they needed that he had to send in.
12407100	12411100	And when he sent those papers in, that was $40.
12411100	12416100	So far, it's been about six months, and we still don't have the paperwork back.
12416100	12418100	He still doesn't have a birth certificate.
12418100	12421100	That's correct, because he had an error on his birth certificate.
12421100	12430100	So it is not easy to get a birth certificate when you, even when you're a representative and you're not a transgender person.
12430100	12433100	Thank you, Mr. Chair, Mr. Chair.
12433100	12448100	Does any other member wish to speak to the amendment? The chair recognizes representative Car.
12448100	12451100	Thank you, Mr. Speaker. I rise in support of this amendment.
12451100	12459100	I'm really disturbed by the fact that we would stand up in this body and just say, oh, well, it's just going to cost somebody something.
12459100	12464100	I mean, that's, we didn't do our due diligence from the start.
12464100	12468100	We don't have any idea what it costs in total.
12468100	12475100	And then just to throw our hands up in the air and shrug our shoulders and say, oh, well, they're just going to have to pay for it.
12475100	12480100	I think that's just a horrible thing to do. Thank you, Mr. Speaker.
12480100	12492100	Sir, anyone else wishing to speak to the amendment? The chair recognizes representative Mosley.
12492100	12504100	Thank you, Mr. Chairman. I rise in support of this amendment because the majority of Americans over 60% of them cannot afford an expense, an expected expense of $500 or more.
12504100	12513100	And this is a about 20% of that unexpected expense. People who fall into the LGBT community face chronic under employment.
12513100	12527100	And they're risking their constantly on the margins. You all are putting a mandate on them to spend money that they don't have to comply with the state bill that is very poorly thought out. And with that, I support this amendment. Thank you.
12527100	12530100	Is there anyone else wishing to speak to the amendment?
12530100	12533100	Seeing none. Representative, you may close.
12533100	12547100	I just really think that this is an unfunded mandate and the folks that are going to be affected by this bill are not asking for this.
12547100	12552100	So they should not carry the burden of the financial burden. Thank you, Mr. Chair.
12552100	12553100	I close.
12553100	12561100	You've heard the motion by representative Susan Ruiz to amend all those in favor signified by saying aye.
12561100	12564100	I'll oppose nay.
12564100	12582100	Here to have it, the division has been called. The clerk will open the roll and you may vote.
12582100	12586100	Seeing 15 hands, a roll call is in order.
12612100	12626100	Is every member had the opportunity to vote? The clerk will close the roll and take the tally. Does any member wish to change their vote?
12626100	12648100	Seeing none. 42 having voted in favor and 76 against the motion to amend the motion fails. Representative Susan Ruiz, you still have the floor.
12648100	12651100	Thank you, Mr. Chair.
12651100	12657100	Along with that unfunded mandate of the license and certificates.
12657100	12664100	There seems to be some confusion about whether bathrooms are going to have to be created.
12664100	12667100	The single use bathrooms.
12667100	12672100	Well, if new signage is going to have to go up.
12672100	12692100	So I'm going to once again ask the carrier the bill the question about the bathroom.
12692100	12701100	Once again, please clarify the bathrooms, the multi use bathrooms and a single use bathroom.
12701100	12716100	Okay, a multi occupancy private space means a facility designed or designated for simultaneous use by more than one individual in which an individual may be in a state of address in the presence of another individual.
12716100	12727100	Regardless of whether the facility provides curtains or partial walls for privacy. It includes but is not limited to restroom locker room changing room or shower room.
12727100	12743100	That's the multi single space is a facility designed or designated for use by only one individual at a time and in which the individual may be in a state of address.
12743100	12756100	Single occupancy private space includes but is not limited to a single toilet restroom with a locking door or a family restroom or changing room.
12756100	12772100	So follow up. So if if a governmental entity does not have single use restrooms, will they be required to create one a single use.
12772100	12785100	Absolutely not in this bill if they choose to of course they may, but they are not required to and that is very clear on page two line 17 through 22.
12785100	12799100	And if this governmental sorry one more if this governmental building office does not have that in a transgender person needs to use the facilities.
12799100	12807100	What are they supposed to do? Use the facilities that is on their driver's license.
12808100	12812100	And then you're good.
12812100	12817100	If that were to happen then there seems to be a violation then.
12817100	12824100	If the person appears because we really are basing a lot of things on appearance.
12824100	12829100	So if the person appears to be male.
12829100	12834100	And they are in a female bathroom.
12835100	12836100	Correct.
12836100	12839100	That's right. It's a violation.
12839100	12850100	I would think that most places are going to want to create a single use bathroom so that they can accommodate.
12850100	12856100	People that are coming in for services into their building, you know, they're not going to be.
12856100	12860100	Unkind and uncompassionate about that. They're going to want to.
12861100	12866100	To do that. They've not had to require they've not been required to do that before.
12866100	12869100	But now it's really is a requirement.
12869100	12879100	Doesn't appear to that be that way in the bill. It doesn't say you are required, but it really is going to end up being a requirement.
12879100	12892100	That I have another amendment.
12892100	12899100	The amendment appears short. The clerk shall read.
12899100	12908100	I move to amend house substitute for SB 244 on page 2 in line 16 after the period of inserting the governing body or chief administrative officer.
12908100	12915100	If no governing body exists, shall post a sign next to the door of any multiple occupancy private space dating.
12915100	12921100	This private space is for single sex use only as required by law enacted by the 2026 Kansas legislature.
12921100	12930100	Each governing body or chief administrative officer, if no governing body exists, shall provide personnel to monitor entry of each multiple occupancy private space.
12930100	12940100	At all times, such private space is open to the public. The costs associated with monitoring multiple occupancy private spaces shall be borne by the state.
12940100	12950100	Representative, do you wish to explain your amendment? Yes, Mr. Chair. Thank you.
12950100	12971100	So, the signage right now, of course, if you go to, you go to the restroom, there's either an L or there's an M or you have some kind of a figure, something, right, that, and you choose which one to go to.
12971100	12993100	We're being forced. This bill is forcing, I believe, a different signage and that the signage is that if you are transgender, you still have to use the restroom that is the, that's with the gender marker placed on your birth certificate.
12993100	13004100	Other people like that or not, they're going to be forced to do that. And there's going to be some folks that are going to be charged for that.
13004100	13016100	I think the, I think the signage needs to say that thanks to the 2026 legislature, the state legislature that you're required to do this now.
13016100	13024100	If you vote for this bill, then you need to own it. This is what this amendment says.
13024100	13036100	Is there a member wishing to speak to the amendment? Chair recognizes represent Humphreys.
13036100	13042100	Thank you, Mr. Chair. Let's just vote this one down. Thank you.
13042100	13049100	Is there any other member wishing to speak to the amendment? Seeing none, represent Susan Ruiz. You may close.
13049100	13050100	I close.
13050100	13056100	You've heard the motion by represent Susan Ruiz to amend. All those in favor signify by saying aye.
13056100	13061100	I'll oppose, nay.
13061100	13066100	The vision has been called. The clerk will open the roll and you may vote.
13072100	13087100	As every member had the opportunity to vote.
13087100	13092100	Thank you.
13117100	13128100	As every member had the opportunity to vote. The clerk will close the roll and take the tally.
13128100	13142100	35 having voted in favor and 85 against the motion fails. Representative Susan Ruiz, you still have the floor.
13142100	13145100	Thank you, Mr. Chair.
13145100	13153100	There are multiple unintended consequences associated with this bill.
13153100	13165100	I've heard stories of in other states, I've not heard one in Kansas or has happened in Kansas, but that doesn't mean it hasn't happened.
13165100	13178100	When a woman has been assaulted by a man outside of the restroom as they were walking into the restroom.
13178100	13191100	They've been accused of looking like a man and we're asking them why are you going into a woman's restroom when the person is a woman.
13191100	13199100	It happens a lot because people are so hung up on appearances.
13199100	13206100	They don't look like a woman. They don't look like a man or they don't look manly enough. They don't look womanly enough.
13206100	13213100	That happens a lot. That form of discrimination happens a lot.
13213100	13220100	And I believe that's part of what's behind this bill.
13220100	13236100	That is going to be an unintended consequence. If a non-trans woman gets assaulted or gets falsely accused of going into a restroom, when somebody is saying that, well, you don't look like that.
13236100	13241100	You don't look like the woman. You don't look like a man.
13241100	13260100	I believe that there needs to be a fine for that for falsely accusing. I have an amendment.
13260100	13269100	The amendment appears short. The clerk will read.
13269100	13275100	I would like to amend how substitute for SB 244 on page four in line 24.
13275100	13291100	After two by inserting any individual who will accessing a multiple occupancy private space design for use only by such individual sex is aggrieved or is otherwise farmed by being falsely accused by allowing this section may bring a cause of action against the individual
13291100	13303100	making such false excusations. In bringing such action, the individual may seek either actual damages or liquidated damages in the amount of $1,000 as well as declatory and injunctive relief.
13303100	13309100	And by redesignating subsections paragraphs and clauses accordingly.
13309100	13318100	Representative, this amendment has not been turned into the clerk yet. Could you please submit to the clerk and then we'll continue the debate.
13318100	13327100	A reminder to the members. If you've received an amendment, please make sure you turn it into the clerk to save his time on the debate.
13348100	13353100	Thank you.
13378100	13384100	Thank you.
13409100	13417100	Represent your waste. Do you wish to explain your amendment?
13417100	13426100	Yes, I did prior to.
13426100	13436100	That the falsely aggrieved individual may seek actual damages or liquidated damages in the amount of $1,000.
13436100	13453100	Is there any member wishing to speak to the amendment. Representative Poskin.
13453100	13464100	Thank you, body. I rise in support of this amendment. In fact, representative, it was just two days ago that a freshman at the University of Kansas shared a story about her friend who had very short hair.
13464100	13474100	And she was in fact assaulted on the campus of the University of Kansas and two goons told her that she did not belong in the women's bathroom.
13474100	13484100	And maybe we need to start keeping track of that and I will put that person in contact with the representative. I stand in strong support of this amendment. Thank you.
13484100	13495100	Is there any other member wishing to speak to the amendment. Representative Lewis.
13495100	13505100	Yes, so thank you, Chairman, Chair. There are two things I would point out. First of all, defamation law should take care of this problem.
13505100	13513100	This is essentially trying to codify what's already in tort law. Representative, could you speak up just a little bit?
13514100	13528100	I'm sorry. Thank you. Our defamation law should take care of this problem. And it's essentially trying to somehow codify that. The second point is it says you can be sued if you make a false statement.
13528100	13541100	There's no requirement in the amendment that that false statement be made knowing it to be false or even negligently making making a false statement. So I think for those two reasons, I would vote against this.
13544100	13555100	Is there any is there any other member wishing to speak to the amendment. Seeing none represent for we should make close.
13555100	13570100	Thank you, Mr. Chair. My attempt was to match the language that's on page four, line 32. Any civil penalty collected by the attorney general pursuant to the section. Oh, sorry. That's not the one.
13570100	13590100	It is.
13591100	13614100	In the bill, there is a penalty of $1,000. That's what I was trying to match.
13614100	13616100	There it is.
13616100	13625100	Page four line between line 16 and 23.
13625100	13635100	It's an individual while accessing a multi occupancy private space designated for use only by such individual sex is agreed by the invasion of such individuals.
13635100	13648100	There's no privacy or is otherwise harmed by violation of the section and then it goes on to you can see actual damages, liquidated damages in the amount of 1000.
13648100	13661100	I just believe that if you're being falsely accused that this language would also apply and that the person would be able to sue for the $1,000.
13661100	13664100	Do you close on your motion.
13664100	13671100	You've heard the motion by representative Susan Ruiz to amend all those in favor signified by saying I.
13671100	13675100	All opposed nay.
13675100	13677100	May's appear to have it.
13677100	13682100	The vision has been called the clerk will open the role and you may vote.
13691100	13718100	As every member had the opportunity to vote the clerk will close the role and take the tally.
13718100	13737100	In 32 having voted in favor and 85 against the motion to amend the motion fails representative Susan Ruiz. You still have the floor.
13737100	13739100	Thank you, Mr. Chair.
13739100	13753100	I have a question for the carrier the bill.
13753100	13755100	I think you'll note.
13755100	13757100	Okay.
13757100	13764100	Why, why, what is the reason for restricting the bathroom bill to government buildings.
13764100	13779100	That's a great question. I would say it's because private entities, we try to hold a little bit at a distance and we let businesses and profits and nonprofits operate on their own.
13779100	13792100	And so, I mean, if people would like to include private entities in this and they could, we could pass another bill later about that. But for this one, we're just doing government owned or lease buildings.
